Pokemon,No.,Caught?,Sword,Shield,Expansion Pass,Brilliant Diamond,Shining Pearl,Legends: Arceus,Sword Expansion Pass,Shield Expansion Pass
Dialga,#0483,False,Trade Version 1.3.0+,Trade Version 1.3.0+,,Spear Pillar (Only one),Trade,Coronet Highlands: Temple of Sinnoh (Only one),Max Lair (Dynamax Adventure) (Only one),
Palkia,#0484,False,Trade Version 1.3.0+,Trade Version 1.3.0+,,Trade,Spear Pillar (Only one),Coronet Highlands: Temple of Sinnoh (Only one),,Max Lair (Dynamax Adventure) (Only one)
Heatran,#0485,False,Trade Version 1.3.0+,Trade Version 1.3.0+,Max Lair (Dynamax Adventure) (Only one),Stark Mountain (Only one),Stark Mountain (Only one),Cobalt Coastlands: Lava Dome Sanctum (Only one),,
Regigigas,#0486,False,Trade,Trade,Giant's Bed (Max Raid Battle) (requires the five legendary giants in the player's party) (Only one),"Snowpoint Temple (requires Regirock, Regice, and Registeel in the player's party) (Only one)","Snowpoint Temple (requires Regirock, Regice, and Registeel in the player's party) (Only one)","Alabaster Icelands: Snowpoint Temple (requires the Stone, Icicle, and Iron Plates) (Only one)",,
Giratina,#0487,False,Trade Version 1.3.0+,Trade Version 1.3.0+,Max Lair (Dynamax Adventure) (Only one) (Altered Forme),Turnback Cave (Only one) (Altered Forme),Turnback Cave (Only one) (Altered Forme),Cobalt Coastlands: Turnback Cave (Only one) (Origin Forme),,
Cresselia,#0488,False,Trade Version 1.3.0+,Trade Version 1.3.0+,Max Lair (Dynamax Adventure) (Only one),Roaming Sinnoh (Only one),Roaming Sinnoh (Only one),Coronet Highlands: Moonview Arena (Only one),,
Phione,#0489,False,Unobtainable,Unobtainable,,Breed Manaphy,Breed Manaphy,Cobalt Coastlands: Seaside Hollow (Three as part of Request 66; unlimited after catching Manaphy),,
Manaphy,#0490,False,Unobtainable,Unobtainable,,Event,Event,"Cobalt Coastlands: Seaside Hollow (Only one) (During Request 66: "" The Sea's Legend"")",,
Darkrai,#0491,False,Unobtainable,Unobtainable,,Newmoon Island (requires Member Card) (Only one),Newmoon Island (requires Member Card) (Only one),Coronet Highlands: near Clamberclaw Cliffs (Only one*),,
Shaymin,#0492,False,Unobtainable,Unobtainable,,Flower Paradise (requires Oak's Letter) (Only one),Flower Paradise (requires Oak's Letter) (Only one),Obsidian Fieldlands: Floaro Gardens (Only one)*,,
Arceus,#0493,False,Unobtainable,Unobtainable,,Hall of Origin (Only one*) Version 1.3.0+,Hall of Origin (Only one*) Version 1.3.0+,Coronet Highlands: Hall of Origin (Only one),,
Victini,#0494,False,Pokémon HOME Version 1.3.0+ Event,Pokémon HOME Version 1.3.0+ Event,,Unobtainable,Unobtainable,Unobtainable,,
Snivy,#0495,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Servine,#0496,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Serperior,#0497,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Tepig,#0498,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Pignite,#0499,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Emboar,#0500,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Oshawott,#0501,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,"Jubilife Village: First partner Pokémon from Professor Laventon, Received from Professor Laventon (after completing Mission 18, if the player did not choose Oshawott) Alabaster Icelands: (Space-time distortions (after completing Mission 18), massive mass outbreaks after completing Request 102)",,
Dewott,#0502,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,"Alabaster Icelands: Space-time distortions (after completing Mission 18), massive mass outbreaks (after completing Request 102)",,
Samurott,#0503,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,"Alabaster Icelands: Space-time distortions (after completing Mission 18), massive mass outbreaks (after completing Request 102) (Hisuian Form) Unobtainable (Unovan Form)",,
Patrat,#0504,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Watchog,#0505,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Lillipup,#0506,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Training Lowlands Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Herdier,#0507,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Training Lowlands (Wanderer) Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Stoutland,#0508,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Training Lowlands (Wanderer) Fields of Honor (Max Raid Battle) Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Purrloin,#0509,False,"Route 2, Lake of Outrage, Dappled Grove, West Lake Axewell, Watchtower Ruins, East Lake Axewell, North Lake Miloch, Motostoke Riverbank West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Route 2, Lake of Outrage, Dappled Grove, West Lake Axewell, Watchtower Ruins, East Lake Axewell, North Lake Miloch, Motostoke Riverbank West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Liepard,#0510,False,"Routes 7, 9, Axew's Eye, Giant's Seat, Bridge Field, Giant's Cap West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Routes 7, 9, Axew's Eye, Giant's Seat, Bridge Field, Giant's Cap West Lake Axewell, Bridge Field, Stony Wilderness, Giant's Mirror, Dusty Bowl (Max Raid Battle)","Frostpoint Field, Giant's Bed, Snowslide Slope, Giant's Foot, Frigid Sea (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Pansage,#0511,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Simisage,#0512,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Pansear,#0513,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Simisear,#0514,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Panpour,#0515,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Simipour,#0516,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Munna,#0517,False,"Slumbering Weald, Rolling Fields, East Lake Axewell, Axew's Eye, Giant's Seat, Giant's Cap, Bridge Field, Stony Wilderness Watchtower Ruins, Stony Wilderness (Max Raid Battle)","Slumbering Weald, Rolling Fields, East Lake Axewell, Axew's Eye, Giant's Seat, Giant's Cap, Bridge Field, Stony Wilderness Watchtower Ruins, Stony Wilderness (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Musharna,#0518,False,"Bridge Field, Giant's Seat (Wanderer) Stony Wilderness, Watchtower Ruins (Max Raid Battle)","Bridge Field, Giant's Seat (Wanderer) Stony Wilderness, Watchtower Ruins (Max Raid Battle)",Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Pidove,#0519,False,"Rolling Fields, East Lake Axewell, North Lake Miloch, Watchtower Ruins Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)","Rolling Fields, East Lake Axewell, North Lake Miloch, Watchtower Ruins Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)",Loop Lagoon (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Tranquill,#0520,False,"Bridge Field, Giant's Mirror, Giant's Seat, Stony Wilderness Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)","Bridge Field, Giant's Mirror, Giant's Seat, Stony Wilderness Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)",Loop Lagoon (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Unfezant,#0521,False,"Axew's Eye, Hammerlocke Hills Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)","Axew's Eye, Hammerlocke Hills Rolling Fields, East Lake Axewell, Motostoke Riverbank, Bridge Field (Max Raid Battle)",Loop Lagoon (Max Raid Battle) Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Blitzle,#0522,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Zebstrika,#0523,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Roggenrola,#0524,False,"Galar Mine, Motostoke Outskirts, Stony Wilderness, Rolling Fields Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)","Galar Mine, Motostoke Outskirts, Stony Wilderness, Rolling Fields Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)",Challenge Road Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Boldore,#0525,False,"Route 8, Stony Wilderness, Giant's Mirror, Giant's Cap, Lake of Outrage Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)","Route 8, Stony Wilderness, Giant's Mirror, Giant's Cap, Lake of Outrage Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)",Fields of Honor (Max Raid Battle) Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Gigalith,#0526,False,"Dusty Bowl (Wanderer) Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)","Dusty Bowl (Wanderer) Rolling Fields, Giant's Seat, Stony Wilderness, Dusty Bowl (Max Raid Battle)",Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Woobat,#0527,False,"Galar Mine, Watchtower Ruins, Bridge Field, Giant's Mirror Rolling Fields, Watchtower Ruins, East Lake Axewell, Motostoke Riverbank, Stony Wilderness, Hammerlocke Hills (Max Raid Battle)","Galar Mine, Watchtower Ruins, Bridge Field, Giant's Mirror Rolling Fields, Watchtower Ruins, East Lake Axewell, Motostoke Riverbank, Stony Wilderness, Hammerlocke Hills (Max Raid Battle)","Courageous Cavern, Brawlers' Cave Loop Lagoon, Frostpoint Field, Giant's Bed, Frigid Sea, Ballimere Lake, Dyna Tree Hill (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Swoobat,#0528,False,"Rolling Fields, Watchtower Ruins, East Lake Axewell, Motostoke Riverbank, Stony Wilderness, Hammerlocke Hills (Max Raid Battle)","Rolling Fields, Watchtower Ruins, East Lake Axewell, Motostoke Riverbank, Stony Wilderness, Hammerlocke Hills (Max Raid Battle)","Challenge Beach, Training Lowlands (Wanderer) Challenge Road, Loop Lagoon, Workout Sea, Stepping- Stone Sea, Frostpoint Field, Giant's Bed, Frigid Sea, Ballimere Lake, Dyna Tree Hill (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Drilbur,#0529,False,"Galar Mine, Stony Wilderness, Giant's Mirror, Giant's Cap, Dusty Bowl, Hammerlocke Hills Rolling Fields, Bridge Field (Max Raid Battle)","Galar Mine, Stony Wilderness, Giant's Mirror, Giant's Cap, Dusty Bowl, Hammerlocke Hills Rolling Fields, Bridge Field (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Excadrill,#0530,False,"Giant's Mirror, Lake of Outrage Rolling Fields, Bridge Field (Max Raid Battle)","Giant's Mirror, Lake of Outrage Rolling Fields, Bridge Field (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Audino,#0531,False,Trade Version 1.3.0+,Trade Version 1.3.0+,"Slippery Slope, Frostpoint Field, Giant's Bed, Old Cemetery, Snowslide Slope, Tunnel to the Top, Path to the Peak, Giant's Foot, Roaring- Sea Caves, Frigid Sea, Three- Point Pass, Ballimere Lake, Lakeside Cave Slippery Slope, Frostpoint Field, Giant's Bed, Giant's Foot, Ballimere Lake (Wanderer) Max Lair (Dynamax Adventure) Slippery Slope, Frostpoint Field, Giant's Bed, Old Cemetery, Snowslide Slope, Path to the Peak, Crown Shrine, Giant's Foot, Frigid Sea, Three- Point Pass, Ballimere Lake, Dyna Tree Hill (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Timburr,#0532,False,"Galar Mine Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Galar Mine Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Frostpoint Field, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Gurdurr,#0533,False,"Route 8, Dusty Bowl, Stony Wilderness Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Route 8, Dusty Bowl Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Giant's Bed, Giant's Foot Frostpoint Field, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Conkeldurr,#0534,False,"Motostoke Riverbank (Wanderer) Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Motostoke Riverbank (Wanderer) Rolling Fields, South Lake Miloch, Stony Wilderness (Max Raid Battle)","Giant's Bed, Giant's Foot (Wanderer)",Unobtainable,Unobtainable,Unobtainable,,
Tympole,#0535,False,"Dappled Grove, West Lake Axewell, North Lake Miloch, South Lake Miloch, Watchtower Ruins West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)","Dappled Grove, West Lake Axewell, North Lake Miloch, South Lake Miloch, Watchtower Ruins West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Palpitoad,#0536,False,"North Lake Miloch, Giant's Seat, Giant's Mirror, Giant's Cap, Bridge Field, Dusty Bowl, Hammerlocke Hills Rolling Fields, West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)","North Lake Miloch, Giant's Seat, Giant's Mirror, Giant's Cap, Bridge Field, Dusty Bowl, Hammerlocke Hills Rolling Fields, West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)",Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Seismitoad,#0537,False,"Route 7, Axew's Eye, Lake of Outrage Rolling Fields, West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)","Route 7, Axew's Eye, Lake of Outrage Rolling Fields, West Lake Axewell, South Lake Miloch, North Lake Miloch, Dusty Bowl (Max Raid Battle)",Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
Throh,#0538,False,Trade Vanillish in Circhester,"Route 8, Bridge Field, Giant's Mirror, Motostoke Outskirts, Motostoke Riverbank North Lake Miloch, Dusty Bowl (Max Raid Battle)",,Unobtainable,Unobtainable,Unobtainable,,
Sawk,#0539,False,"Route 8, Bridge Field, Giant's Mirror, Motostoke Outskirts, Motostoke Riverbank North Lake Miloch, Dusty Bowl (Max Raid Battle)",Trade Vanillish in Circhester,,Unobtainable,Unobtainable,Unobtainable,,
Sewaddle,#0540,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Swadloon,#0541,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Leavanny,#0542,False,Unobtainable,Unobtainable,,Unobtainable,Unobtainable,Unobtainable,,
Venipede,#0543,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Forest of Focus,Unobtainable,Unobtainable,Unobtainable,,
Whirlipede,#0544,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Fields of Honor (Max Raid Battle),Unobtainable,Unobtainable,Unobtainable,,
Scolipede,#0545,False,Trade Version 1.2.0+,Trade Version 1.2.0+,"Forest of Focus (Wanderer) Fields of Honor, Soothing Wetlands, Forest of Focus, Training Lowlands, Workout Sea, Stepping- Stone Sea (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Cottonee,#0546,False,"Trade Minccino in Hulbury Stony Wilderness Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Trade Minccino in Hulbury Stony Wilderness Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Ballimere Lake Frostpoint Field, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle)",Unobtainable,Unobtainable,Unobtainable,,
Whimsicott,#0547,False,"Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Dappled Grove, Bridge Field, Stony Wilderness, Giant's Mirror (Max Raid Battle)","Ballimere Lake (Wanderer) Frostpoint Field, Giant's Bed, Snowslide Slope, Frigid Sea, Ballimere Lake (Max Raid Battle) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Unobtainable,,
Petilil,#0548,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Honeycalm Island,Unobtainable,Unobtainable,"Crimson Mirelands: Holm of Trials, Cottonsedge Prairie, massive mass outbreaks",,
Lilligant,#0549,False,Trade Version 1.2.0+,Trade Version 1.2.0+,"Soothing Wetlands, Training Lowlands, Honeycalm Island (Wanderer) Max Lair (Dynamax Adventure)",Unobtainable,Unobtainable,Crimson Mirelands: massive mass outbreaks (Hisuian Form) Unobtainable (Unovan Form),,
Basculin,#0550,False,"Trade (Blue- Striped Form) Hulbury, Motostoke Riverbank, North Lake Miloch (fishing) (Red- Striped Form) Motostoke Riverbank (Surfing) (Red- Striped Form) Bridge Field, Giant's Cap, Giant's Mirror, Lake of Outrage, East Lake Axewell, West Lake Axewell, South Lake Miloch, North Lake Miloch (Max Raid Battle) (Red- Striped Form)","Trade (Red- Striped Form) Hulbury, Motostoke Riverbank, North Lake Miloch (fishing) (Blue- Striped Form) Motostoke Riverbank (Surfing) (Blue- Striped Form) Bridge Field, Giant's Cap, Giant's Mirror, Lake of Outrage, East Lake Axewell, West Lake Axewell, South Lake Miloch, North Lake Miloch (Max Raid Battle) (Blue- Striped Form)",,Unobtainable,Unobtainable,"Cobalt Coastlands: Tranquility Cove, near Islespy Shore, near Firespit Island, massive mass outbreaks (White- Striped Form) Coronet Highlands: Fabled Spring (White- Striped Form) Alabaster Icelands: near Avalugg's Legacy, Heart's Crag, Lake Acuity, near Pearl Settlement (White- Striped Form) Unobtainable (Red/ Blue- Striped Forms)","Snowslide Slope, Frigid Sea (fishing) (Red- Striped Form) Roaring- Sea Caves (Surfing) (Red- Striped Form) Giant's Bed, Giant's Foot, Ballimere Lake (Surfing and fishing) (Red- Striped Form) Giant's Bed, Giant's Foot, Ballimere Lake, Frigid Sea (Max Raid Battle) (Red/ Blue- Striped Forms) Max Lair (Dynamax Adventure) (Red/ Blue- Striped Forms)","Snowslide Slope, Frigid Sea (fishing) (Blue- Striped Form) Roaring- Sea Caves (Surfing) (Blue- Striped Form) Giant's Bed, Giant's Foot, Ballimere Lake (Surfing and fishing) (Blue- Striped Form) Giant's Bed, Giant's Foot, Ballimere Lake, Frigid Sea (Max Raid Battle) (Red/ Blue- Striped Forms) Max Lair (Dynamax Adventure) (Red/ Blue- Striped Forms)"
Sandile,#0551,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Potbottom Desert,Unobtainable,Unobtainable,Unobtainable,,
Krokorok,#0552,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Potbottom Desert (Wanderer),Unobtainable,Unobtainable,Unobtainable,,
Krookodile,#0553,False,Trade Version 1.2.0+,Trade Version 1.2.0+,Potbottom Desert (Wanderer) Max Lair (Dynamax Adventure),Unobtainable,Unobtainable,Unobtainable,,
