Pokemon,No.,Caught?,Scarlet,Violet,The Hidden Treasure of Area Zero,The Hidden Treasure of Area Zero (Scarlet),The Hidden Treasure of Area Zero (Violet)
Veluza,#0976,False,"East Province: Area One West Province: West Paldean Sea North Province: North Paldean Sea, Casseroya Lake, Socarrat Trail North Province: Glaseado Mountain (Normal Tera Type) Tera Raid Battles (4★)


","East Province: Area One West Province: West Paldean Sea North Province: North Paldean Sea, Casseroya Lake, Socarrat Trail North Province: Glaseado Mountain (Normal Tera Type) Tera Raid Battles (4★)


",,,
Dondozo,#0977,False,"North Province: Casseroya Lake Tera Raid Battles (5★, 6★)


","North Province: Casseroya Lake Tera Raid Battles (5★, 6★)


",,,
Tatsugiri,#0978,False,"North Province: Casseroya Lake (All Forms) North Province: Casseroya Lake Former Titan (Only one) (Curly Form) Tera Raid Battles (5★) (All Forms)


","North Province: Casseroya Lake (All Forms) North Province: Casseroya Lake Former Titan (Only one) (Curly Form) Tera Raid Battles (5★) (All Forms)


",,,
Annihilape,#0979,False,"Tera Raid Battles (5★, 6★)","Tera Raid Battles (5★, 6★)","Kitakami Wilds, Timeless Woods


",,
Clodsire,#0980,False,"South Province: Area Five, Area Six East Province: Area Three West Province: Area Three North Province: Area One, Glaseado Mountain Tera Raid Battles (4★, 6★)


","South Province: Area Five, Area Six East Province: Area Three West Province: Area Three North Province: Area One, Glaseado Mountain Tera Raid Battles (4★, 6★)


",,,
Farigiraf,#0981,False,"Area Zero Tera Raid Battles (4★, 6★)","Area Zero Tera Raid Battles (4★, 6★)","Savanna Biome


",,
Dudunsparce,#0982,False,Evolve Dunsparce (Two- Segment/ Three- Segment Forms) Area Zero (Two- Segment Form) Tera Raid Battles (4★) (Two- Segment Form),Evolve Dunsparce (Two- Segment/ Three- Segment Forms) Area Zero (Two- Segment Form) Tera Raid Battles (4★) (Two- Segment Form),"Oni Mountain, Chilling Waterhead, Timeless Woods


",,
Kingambit,#0983,False,"Tera Raid Battles (5★, 6★)","Tera Raid Battles (5★, 6★)","Timeless Woods


",,
Great Tusk,#0984,False,Area Zero West Province: Asado Desert Former Titan (Only one),"Union Circle


",,,
Scream Tail,#0985,False,Area Zero,"Union Circle


",,,
Brute Bonnet,#0986,False,Area Zero,"Union Circle


",,,
Flutter Mane,#0987,False,Area Zero,"Union Circle


",,,
Slither Wing,#0988,False,Area Zero,"Union Circle, Poké Portal News


",,,
Sandy Shocks,#0989,False,Area Zero,"Union Circle


",,,
Iron Treads,#0990,False,Union Circle,"West Province: Asado Desert Former Titan (Only one) Area Zero


",,,
Iron Bundle,#0991,False,"Union Circle, Poké Portal News","Area Zero


",,,
Iron Hands,#0992,False,Union Circle,"Area Zero


",,,
Iron Jugulis,#0993,False,Union Circle,"Area Zero


",,,
Iron Moth,#0994,False,"Union Circle, Poké Portal News","Area Zero


",,,
Iron Thorns,#0995,False,Union Circle,"Area Zero


",,,
Frigibax,#0996,False,"North Province: Dalizapa Passage, Glaseado Mountain North Province: Glaseado Mountain (Dark Tera Type) Tera Raid Battles (3★)


","North Province: Dalizapa Passage, Glaseado Mountain North Province: Glaseado Mountain (Dark Tera Type) Tera Raid Battles (3★)


",,,
Arctibax,#0997,False,"North Province: Glaseado Mountain


","North Province: Glaseado Mountain


",,,
Baxcalibur,#0998,False,"Tera Raid Battles (5★, 6★)


","Tera Raid Battles (5★, 6★)


",,,
Gimmighoul,#0999,False,"Chest Form
South Province:
Area One: On cliff north of Poco Path Lighthouse
Area Two, Area Three, Area Four, Area Five, Area Six: on Watchtowers & Leaking Tower of Paldea
East Province:
Area One: on Watchtower, and on plateau west of Area Two's southwestern Pokémon Center
Area Three: on Watchtower
West Province:
Area One: on Watchtower
Area Two: inside Colonnade Hollow
West Paldean Sea: on nearest island southwest of Porto Marinada
Asado Desert: on Watchtower, on rock formation south of Watchtower, and in Ruins north of Watchtower
North Province:
Area One: on Watchtower, and in Ruins southwest of lake
Area Two: in center of shallow pond west of Firescourge Shrine
Casseroya Lake: on Watchtowers #1, #2, and #3, in Ruins between Watchtowers #1 & #2, and on northwest side of central rock formation in Socarrat Trail
Glaseado Mountain: on Watchtower, near top of waterfall west of Montenevera, and in Ruins west of Dalizapa Passage
Roaming Form

Transfer from Pokémon G O via Pokémon HOME


","Chest Form
South Province:
Area One: On cliff north of Poco Path Lighthouse
Area Two, Area Three, Area Four, Area Five, Area Six: on Watchtowers & Leaking Tower of Paldea
East Province:
Area One: on Watchtower, and on plateau west of Area Two's southwestern Pokémon Center
Area Three: on Watchtower
West Province:
Area One: on Watchtower
Area Two: inside Colonnade Hollow
West Paldean Sea: on nearest island southwest of Porto Marinada
Asado Desert: on Watchtower, on rock formation south of Watchtower, and in Ruins north of Watchtower
North Province:
Area One: on Watchtower, and in Ruins southwest of lake
Area Two: in center of shallow pond west of Firescourge Shrine
Casseroya Lake: on Watchtowers #1, #2, and #3, in Ruins between Watchtowers #1 & #2, and on northwest side of central rock formation in Socarrat Trail
Glaseado Mountain: on Watchtower, near top of waterfall west of Montenevera, and in Ruins west of Dalizapa Passage
Roaming Form

Transfer from Pokémon G O via Pokémon HOME


",,,
Gholdengo,#1000,False,"Evolve Gimmighoul


","Evolve Gimmighoul


",,,
Wo-Chien,#1001,False,"South Province: Grasswither Shrine (Only one)


","South Province: Grasswither Shrine (Only one)


",,,
Chien-Pao,#1002,False,"West Province: Icerend Shrine (Only one)


","West Province: Icerend Shrine (Only one)


",,,
Ting-Lu,#1003,False,"North Province: Groundblight Shrine (Only one)


","North Province: Groundblight Shrine (Only one)


",,,
Chi-Yu,#1004,False,"North Province: Firescourge Shrine (Only one)


","North Province: Firescourge Shrine (Only one)


",,,
Roaring Moon,#1005,False,Area Zero,"Union Circle


",,,
Iron Valiant,#1006,False,Union Circle,"Area Zero


",,,
Koraidon,#1007,False,Poco Path (only one) (Limited Build) Area Zero (after credits; only one) (Apex Build),"Trade


",,,
Miraidon,#1008,False,Trade,"Poco Path (only one) (Low- Power Mode) Area Zero (after credits; only one) (Ultimate Mode)


",,,
Walking Wake,#1009,False,"Poké Portal News Version 1.2.0+


","Poké Portal News Version 1.2.0+


",,,
Iron Leaves,#1010,False,"Poké Portal News Version 1.2.0+


","Poké Portal News Version 1.2.0+


",,,
Dipplin,#1011,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Tera Raid Battles (4★)


",,
Poltchageist,#1012,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Reveler's Road, Mossfell Confluence Tera Raid Battles (3★) (Counterfeit Form)


",,
Sinistcha,#1013,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Tera Raid Battles (5★, 6★) (Unremarkable Form) Tera Raid Battles (6★) (Masterpiece Form)


",,
Okidogi,#1014,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Paradise Barrens (after completing the main story of The Teal Mask; only one)


",,
Munkidori,#1015,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Wistful Fields (after completing the main story of The Teal Mask; only one)


",,
Fezandipiti,#1016,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Oni Mountain (after completing the main story of The Teal Mask; only one)


",,
Ogerpon,#1017,False,Trade Version 2.0.1+,Trade Version 2.0.1+,"Dreaded Den (only one) (Teal Mask)


",,
Archaludon,#1018,False,Trade Version 3.0.0+,Trade Version 3.0.0+,"Evolve Duraludon


",,
Hydrapple,#1019,False,Trade Version 3.0.0+,Trade Version 3.0.0+,"Evolve Dipplin


",,
Gouging Fire,#1020,False,Trade Version 3.0.0+,Trade Version 3.0.0+,,Area Zero (after starting Perrin's questline in The Indigo Disk; only one),"Trade


"
Raging Bolt,#1021,False,Trade Version 3.0.0+,Trade Version 3.0.0+,,Area Zero (after starting Perrin's questline in The Indigo Disk; only one),"Trade


"
Iron Boulder,#1022,False,Trade Version 3.0.0+,Trade Version 3.0.0+,,Trade,"Area Zero (after starting Perrin's questline in The Indigo Disk; only one)


"
Iron Crown,#1023,False,Trade Version 3.0.0+,Trade Version 3.0.0+,,Trade,"Area Zero (after starting Perrin's questline in The Indigo Disk; only one)


"
Terapagos,#1024,False,Trade Version 3.0.0+,Trade Version 3.0.0+,"Area Zero Underdepths (only one)


",,
Pecharunt,#1025,False,Trade Version 3.0.0+,Trade Version 3.0.0+,"Loyalty Plaza (requires Mythical Pecha Berry)  (Only one)


",,
